id,Year,Paper,Keyword_1,Keyword_2,Keyword_3,Keyword_4,NewKeyword
4276,2014,preprocessing for propositional model counting,search and constraint satisfaction, search and constraint satisfaction,nan,nan,search & constraint satisfaction
4277,2014,boosting sbds for partial symmetry breaking in constraint programming,search and constraint satisfaction, search and constraint satisfaction,nan,nan,search & constraint satisfaction
4278,2014,double configuration checking in stochastic local search for satisfiability,search and constraint satisfaction, search and constraint satisfaction,nan,nan,search & constraint satisfaction
4279,2014,a propagator design framework for constraints over sequences,search and constraint satisfaction, search and constraint satisfaction,nan,nan,search & constraint satisfaction
4280,2014,maximum satisfiability using core-guided maxsat resolution,search and constraint satisfaction, search and constraint satisfaction,nan,nan,search & constraint satisfaction
4281,2014,fast consistency checking of very large real-world rcc-8 constraint networks using graph partitioning,search and constraint satisfaction, search and constraint satisfaction,nan,nan,search & constraint satisfaction
4282,2014,avoiding plagiarism in markov sequence generation,search and constraint satisfaction, search and constraint satisfaction,nan,nan,search & constraint satisfaction
4283,2014,cached iterative weakening for optimal multi-way number partitioning,search and constraint satisfaction, search and constraint satisfaction,nan,nan,search & constraint satisfaction
4284,2014,exploiting competition relationship for robust visual recognition,vision, vision,nan,nan,knowledge representation
4285,2014,towards topological-transformation robust shape comparison:  a sparse representation based manifold embedding approach,vision, vision,nan,nan,knowledge representation
4286,2014,grounding acoustic echoes in single view geometry estimation,vision, vision,nan,nan,knowledge representation
4287,2014,similarity-preserving binary signature for linear subspaces,vision, vision,nan,nan,knowledge representation
4288,2014,deep salience:  visual salience modeling via deep belief propagation,vision, vision,nan,nan,knowledge representation
4289,2014,locality-constrained low-rank coding for image classification,vision, vision,nan,nan,knowledge representation
4290,2014,uncorrelated multi-view discrimination dictionary learning for recognition,vision, vision,nan,nan,knowledge representation
4291,2014,learning to recognize novel objects in one shot through human-robot interactions in natural language dialogues,vision, vision,nan,nan,knowledge representation
4292,2014,sub-selective quantization for large-scale image search,vision, vision,nan,nan,knowledge representation
4293,2014,learning low-rank representations with classwise block-diagonal structure for robust face recognition,vision, vision,nan,nan,knowledge representation
4294,2014,efficient object detection via adaptive online selection of sensor-array elements,vision, vision,nan,nan,knowledge representation
4295,2014,on hair recognition in the wild by machine,vision, vision,nan,nan,knowledge representation
4296,2014,diagram understanding in geometry questions,vision, vision,nan,nan,knowledge representation
4297,2014,a generalized genetic algorithm-based solver for very large jigsaw puzzles of complex types,vision, vision,nan,nan,knowledge representation
4298,2014,low-rank tensor completion with spatio-temporal consistency,vision, vision,nan,nan,knowledge representation
4299,2014,semantic graph construction for weakly-supervised image parsing,vision, vision,nan,nan,knowledge representation
4300,2014,latent domains modeling for visual domain adaptation,vision, vision,nan,nan,knowledge representation
4301,2014,semantic segmentation using multiple graphs with block-diagonal constraints,vision, vision,nan,nan,knowledge representation
4302,2014,locality preserving hashing,vision, vision,nan,nan,knowledge representation
4303,2014,predictive models for determining if and when to display online lead forms,innovative applications of artificial intelligence, deployed application case studies,nan,nan,applications
4304,2014,engineering works scheduling for hong kong's rail network,innovative applications of artificial intelligence, deployed application case studies,nan,nan,applications
4305,2014,think:  inferring cognitive status from subtle behaviors,innovative applications of artificial intelligence, deployed application case studies,nan,nan,applications
4306,2014,the quest draft:  an automated course allocation algorithm,innovative applications of artificial intelligence, deployed application case studies,nan,nan,applications
4307,2014,evaluation and deployment of a people-to-people recommender in online dating,innovative applications of artificial intelligence, deployed application case studies,nan,nan,applications
4308,2014,deploying communitycommands:  a software command recommender system case study,innovative applications of artificial intelligence, deployed application case studies,nan,nan,applications
4309,2014,citeseerx:  ai in a digital library search engine,innovative applications of artificial intelligence, deployed application case studies,nan,nan,applications
4310,2014,pattern discovery in protein networks reveals high-confidence predictions of novel interactions,innovative applications of artificial intelligence, emerging application case studies,nan,nan,applications
4311,2014,crowdsourcing for multiple-choice question answering,innovative applications of artificial intelligence, emerging application case studies,nan,nan,applications
