Year,Title
2015,learning word representations with hierarchical sparse coding.
2015,learning transferable features with deep adaptation networks.
2015,robust partially observable markov decision process.
2015,on the relationship between sum-product networks and bayesian networks.
2015,learning from corrupted binary labels via class-probability estimation.
2015,an explicit sampling dependent spectral error bound for column subset selection.
2015,a stochastic pca and svd algorithm with an exponential convergence rate.
2015,attribute efficient linear regression with distribution-dependent sampling.
2015,learning local invariant mahalanobis distances.
2015,finding linear structure in large datasets with scalable canonical correlation analysis.
2015,abstraction selection in model-based reinforcement learning.
2015,surrogate functions for maximizing precision at the top.
2015,optimizing non-decomposable performance measures: a tale of two classes.
2015,coresets for nonparametric estimation - the case of dp-means.
2015,a relative exponential weighing algorithm for adversarial utility-based dueling bandits.
2015,functional subspace clustering with application to time series.
2015,accelerated online low rank tensor learning for multivariate spatiotemporal streams.
2015,atomic spatial processes.
2015,classification with low rank and missing data.
2015,dynamic sensing: better classification under acquisition constraints.
2015,a modified orthant-wise limited memory quasi-newton method with convergence analysis.
2015,telling cause from effect in deterministic linear dynamical systems.
2015,high dimensional bayesian optimisation and bandits via additive models.
2015,theory of dual-sparse regularized randomized reduction.
2015,generalization error bounds for learning to rank: does the length of document lists matter?
2015,peakseg: constrained optimal segmentation and supervised penalty learning for peak detection in count data.
2015,mind the duality gap: safer rules for the lasso.
2015,a general analysis of the convergence of admm.
2015,stochastic primal-dual coordinate method for regularized empirical risk minimization.
2015,disco: distributed optimization for self-concordant empirical loss.
2015,spectral mle: top-k rank aggregation from pairwise comparisons.
2015,paired-dual learning for fast training of latent variable hinge-loss mrfs.
2015,structural maxent models.
2015,a provable generalized tensor spectral method for uniform hypergraph partitioning.
2015,the benefits of learning with strongly convex approximate inference.
2015,pushing the limits of affine rank minimization by adapting probabilistic pca.
2015,budget allocation problem with multiple advertisers: a game theoretic view.
2015,tracking approximate solutions of parameterized optimization problems over multi-dimensional (hyper-)parameter domains.
2015,batch normalization: accelerating deep network training by reducing internal covariate shift.
2015,distributed estimation of generalized matrix rank: efficient algorithms and lower bounds.
2015,landmarking manifolds with gaussian processes.
2015,markov mixed membership models.
2015,a unified framework for outlier-robust pca-like algorithms.
2015,streaming sparse principal component analysis.
